cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,label
-0.034,0.455,0.529,0,1,0.016,0,0.001,0.001,0.001,0.001,0,0
-0.195,1.257,0.81,0.18,0.918,0.187,0.082,0,0.002,0.003,0,0,0
0.006,2.19,0.637,0.06,0.968,0.101,0.032,0.002,0.002,0.002,0,0,0
0.036,2.324,0.668,0.12,0.93,0.226,0.07,0.001,0.003,0.007,0,0,0
-0.065,2.314,0.905,0.184,0.868,0.28,0.132,0.003,0.005,0.011,0.002,0.002,0
-0.101,2.316,0.745,0.078,0.948,0.24,0.052,0.005,0.007,0.015,0.003,0.002,0
0.051,2.258,0.608,0.161,0.97,0.22,0.03,0.004,0.007,0.014,0.002,0.001,0
0.097,2.941,0.879,0.018,0.077,0.03,0.012,0.001,0.001,0.002,0.001,0,0
-0.013,2.386,0.714,0.121,0.912,0.232,0.088,0.001,0.002,0.005,0.001,0,0
0.07,2.235,0.72,0.167,0.911,0.336,0.09,0.004,0.007,0.018,0.003,0.002,0
0.041,2.555,0.756,0.164,0.906,0.323,0.094,0.002,0.006,0.012,0.001,0,0
0.14,2.809,0.745,0.147,0.742,0.297,0.082,0.008,0.012,0.02,0.006,0.004,0
-0.06,2.63,0.831,0.153,0.92,0.262,0.08,0,0.001,0.009,0,0,0
0.168,2.705,0.923,0.241,0.84,0.383,0.16,0.011,0.018,0.029,0.008,0.006,0
0.003,1.509,0.757,0.254,0.886,0.325,0.114,0.004,0.006,0.016,0.003,0.002,0
0.035,2.506,0.794,0.171,0.882,0.31,0.118,0.004,0.006,0.013,0.001,0.001,0
-0.036,0.202,0.516,0,1,0,0,0,0,0,0,0,0
0.025,0.064,0.275,0,0.35,0,0,0,0,0,0,0,0
-0.122,1.57,0.823,0.157,0.867,0.226,0.133,0.001,0.001,0.004,0,0,0
-0.133,2.774,0.989,0.159,0.904,0.28,0.096,0.002,0.005,0.011,0.001,0,0
0.021,2.765,0.826,0.168,0.889,0.304,0.111,0.004,0.008,0.013,0.003,0.002,0
0.026,2.651,0.831,0.193,0.894,0.328,0.106,0.005,0.008,0.016,0.003,0.002,0
0.049,2.557,0.796,0.195,0.892,0.302,0.108,0.003,0.006,0.013,0.001,0.001,0
-0.214,2.3,0.888,0.109,0.937,0.207,0.067,0,0,0,0,0,0
-0.131,1.194,0.724,0.052,0.972,0.23,0.028,0,0,0.002,0,0,0
0.161,2.222,0.792,0.238,0.853,0.369,0.147,0.007,0.012,0.022,0.003,0.001,0
0.142,2.226,0.794,0.208,0.866,0.366,0.134,0.002,0.006,0.019,0,0,0
0.011,2.671,0.843,0.042,0.217,0.072,0.026,0.002,0.002,0.004,0.001,0.001,0
0.028,2.941,0.788,0.166,0.907,0.312,0.093,0.006,0.01,0.018,0.004,0.003,0
-0.023,1.421,0.644,0.065,0.656,0.193,0.018,0.007,0.011,0.017,0.004,0.002,0
0.067,2.137,0.706,0.04,0.153,0.053,0.024,0.001,0.001,0.003,0,0,0
0.025,2.937,0.789,0.155,0.906,0.307,0.094,0.003,0.005,0.011,0.002,0.001,0
0.168,2.162,0.843,0.241,0.856,0.397,0.144,0.004,0.008,0.016,0.003,0.002,0
0.016,2.86,0.731,0.148,0.906,0.247,0.094,0.002,0.004,0.01,0.001,0.001,0
-0.015,2.666,0.705,0.123,0.936,0.254,0.064,0.002,0.005,0.01,0.001,0.001,0
0.028,2.58,0.736,0.122,0.933,0.323,0.067,0.004,0.007,0.018,0.002,0.002,0
0.087,0.818,0.573,0.244,1,0.41,0,0.008,0.013,0.033,0.006,0.002,0
0.115,2.821,0.805,0.17,0.888,0.245,0.112,0.011,0.016,0.023,0.008,0.006,0
-0.03,2.403,0.807,0.162,0.917,0.269,0.083,0.001,0.003,0.006,0.001,0.001,0
-0.033,2.498,0.791,0.146,0.913,0.328,0.087,0.004,0.008,0.017,0.002,0.001,0
0.548,2.78,0.981,0.424,0.673,0.553,0.327,0.041,0.053,0.076,0.034,0.025,0
0.11,2.861,0.737,0.106,0.578,0.238,0.059,0.006,0.01,0.018,0.004,0.002,0
-0.291,1.883,0.863,0.099,0.933,0.192,0.067,0,0.001,0.001,0,0,0
0.013,2.705,0.809,0.174,0.902,0.318,0.098,0.005,0.008,0.016,0.004,0.002,0
0.018,1.447,0.703,0.149,0.879,0.267,0.121,0.002,0.005,0.007,0,0,0
-0.033,2.498,0.746,0.118,0.93,0.282,0.07,0.003,0.006,0.012,0.002,0.001,0
-0.007,2.804,0.804,0.159,0.887,0.288,0.114,0.004,0.007,0.013,0.003,0.002,0
0.026,0.064,0.271,0,0.366,0,0,0,0,0,0,0,0
-0.025,2.444,0.785,0.137,0.922,0.288,0.078,0.001,0.003,0.01,0.001,0.001,0
0.32,2.503,0.978,0.33,0.782,0.441,0.218,0.015,0.024,0.045,0.009,0.009,0
-0.31,2.142,0.894,0.109,0.924,0.188,0.076,0.001,0.002,0.004,0,0,0
-0.298,1.66,0.926,0.098,0.913,0.191,0.087,0,0.001,0.002,0,0,0
0.327,2.861,1.047,0.262,0.794,0.452,0.206,0.01,0.021,0.039,0.007,0.006,0
-0.14,0.952,0.819,0.239,0.983,0.349,0.017,0.004,0.009,0.016,0.003,0.001,0
0.046,2.723,0.723,0.137,0.917,0.334,0.083,0.007,0.012,0.022,0.004,0.003,0
0.002,2.941,0.865,0.188,0.892,0.317,0.108,0.007,0.011,0.02,0.005,0.004,0
-0.053,2.941,0.887,0.092,0.568,0.182,0.064,0.005,0.007,0.012,0.003,0.002,0
0.042,2.768,0.658,0.089,0.953,0.193,0.047,0.006,0.008,0.013,0.004,0.003,0
-0.012,0.161,0.479,0,0.159,0,0,0,0,0,0,0,0
0,0,0,0,0.021,0,0,0,0,0,0,0,0
-0.165,2.653,0.919,0.136,0.903,0.259,0.097,0.002,0.005,0.011,0.002,0.001,0
0.125,2.837,0.978,0.247,0.84,0.368,0.16,0.009,0.013,0.025,0.005,0.003,0
-0.087,1.461,0.737,0.104,0.936,0.229,0.064,0.004,0.008,0.017,0.001,0,0
-0.026,0.812,0.619,0.08,1,0.368,0,0.013,0.018,0.034,0.007,0.004,0
-0.324,2.367,0.939,0.105,0.945,0.168,0.055,0,0,0.002,0,0,0
0.17,2.633,0.832,0.232,0.855,0.361,0.145,0.005,0.006,0.017,0.002,0,0
-0.14,1.674,0.721,0.087,0.924,0.125,0.076,0,0,0.001,0,0,0
0.058,2.834,0.812,0.175,0.895,0.335,0.106,0.006,0.01,0.02,0.004,0.003,0
-0.043,2.571,0.737,0.155,0.921,0.267,0.08,0,0,0.004,0,0,0
-0.193,2.62,0.843,0.124,0.927,0.231,0.073,0.003,0.004,0.009,0.002,0.001,0
0.044,1.384,0.699,0.302,0.932,0.367,0.068,0.003,0.009,0.019,0.001,0,0
0.074,2.455,0.912,0.207,0.866,0.319,0.134,0.01,0.014,0.023,0.007,0.006,0
-0.093,2.062,0.737,0.169,0.96,0.273,0.04,0.004,0.007,0.015,0.002,0.001,0
-0.008,2.937,0.825,0.161,0.905,0.286,0.095,0.003,0.006,0.012,0.002,0.001,0
-0.12,2.004,0.806,0.088,0.932,0.246,0.068,0.002,0.002,0.006,0.001,0,0
0.042,2.562,0.751,0.124,0.926,0.374,0.074,0.004,0.009,0.019,0.003,0.002,0
0.058,2.31,0.704,0.125,0.928,0.354,0.072,0.01,0.015,0.027,0.006,0.004,0
0.024,2.278,0.735,0.116,0.909,0.312,0.091,0.001,0.005,0.011,0.001,0,0
-0.005,2.78,0.838,0.187,0.882,0.291,0.118,0.003,0.005,0.012,0.001,0,0
-0.007,2.433,0.743,0.152,0.919,0.271,0.081,0,0.002,0.004,0,0,0
-0.043,1.503,0.766,0.182,0.846,0.222,0.154,0.002,0.003,0.004,0,0,0
-0.023,0.172,0.518,0,1,0,0,0,0,0,0,0,0
-0.03,2.555,0.771,0.16,0.938,0.303,0.062,0.005,0.008,0.016,0.002,0.001,0
-0.169,2.026,0.857,0.139,0.923,0.285,0.077,0.004,0.006,0.011,0.001,0,0
0.118,0.482,0.496,0,0.069,0.047,0,0.003,0.006,0.008,0.002,0.001,0
0.023,2.747,0.729,0.109,0.894,0.257,0.067,0.004,0.006,0.012,0.002,0.001,0
0.003,2.677,0.725,0.132,0.936,0.35,0.064,0.009,0.015,0.027,0.005,0.004,0
-0.013,1.484,0.624,0.108,0.967,0.223,0.033,0.004,0.008,0.015,0.003,0.002,0
0.169,2.582,1.074,0.301,0.778,0.388,0.222,0.025,0.031,0.044,0.02,0.014,0
0.026,0.898,0.615,0.081,1,0.546,0,0.023,0.037,0.062,0.016,0.012,0
-0.03,1.146,0.55,0.023,0.999,0.113,0.001,0.002,0.004,0.008,0.001,0.001,0
0.119,2.894,0.799,0.202,0.881,0.353,0.119,0.007,0.012,0.022,0.005,0.003,0
0.141,2.826,0.678,0.157,0.904,0.51,0.097,0.022,0.034,0.053,0.016,0.011,0
-0.072,2.573,0.772,0.094,0.942,0.339,0.058,0.007,0.011,0.02,0.004,0.003,0
0.041,2.642,0.795,0.172,0.909,0.355,0.091,0.007,0.014,0.024,0.003,0.001,0
-0.031,2.84,0.712,0.111,0.943,0.201,0.057,0.002,0.003,0.007,0.001,0.001,0
0.012,2.614,0.786,0.164,0.907,0.307,0.093,0.004,0.007,0.014,0.003,0.001,0
0.145,1.359,0.696,0.297,0.764,0.312,0.236,0.002,0.006,0.011,0.002,0.002,0
-0.087,2.941,0.836,0.145,0.913,0.238,0.087,0.001,0.003,0.007,0.001,0.001,0
0.169,2.069,0.908,0.243,0.873,0.391,0.127,0.005,0.016,0.023,0.004,0,0
-0.08,1.384,0.751,0.175,0.933,0.329,0.067,0.005,0.008,0.018,0.003,0.002,0
-0.096,1.831,0.785,0.157,0.892,0.255,0.108,0,0,0.005,0,0,0
-0.058,0.755,0.62,0.049,1,0.26,0,0.005,0.008,0.024,0.003,0,0
-0.015,2.824,0.791,0.154,0.886,0.303,0.115,0.006,0.009,0.017,0.004,0.003,0
-0.14,1.646,0.768,0.103,0.908,0.25,0.092,0,0,0.002,0,0,0
-0.179,2.472,0.853,0.126,0.946,0.224,0.057,0,0,0.002,0,0,0
-0.045,2.321,0.762,0.137,0.91,0.279,0.09,0.002,0.006,0.012,0.002,0.001,0
-0.178,1.075,0.815,0.218,0.995,0.334,0.005,0.001,0.004,0.012,0,0,0
0.008,2.051,0.74,0.153,0.913,0.293,0.087,0.004,0.006,0.013,0.001,0.001,0
0.002,0.701,0.657,0.017,1,0.314,0,0.002,0.006,0.012,0.002,0,0
-0.155,1.204,0.813,0.196,0.967,0.338,0.033,0.004,0.008,0.019,0.002,0.002,0
-0.01,2.343,0.764,0.171,0.89,0.287,0.11,0.001,0.003,0.007,0,0,0
0.583,2.937,1.018,0.41,0.671,0.558,0.329,0.035,0.049,0.074,0.026,0.021,0
-0.096,1.195,0.829,0.292,0.936,0.311,0.064,0,0.003,0.006,0,0,0
-0.045,1.485,0.769,0.199,0.911,0.313,0.089,0.004,0.009,0.021,0.003,0.001,0
-0.136,1.855,0.79,0.177,0.934,0.296,0.069,0.003,0.006,0.013,0.001,0.001,0
-0.009,2.181,0.673,0.139,0.929,0.238,0.072,0.003,0.005,0.011,0.002,0.001,0
-0.045,2.756,0.718,0.125,0.912,0.246,0.057,0.003,0.006,0.011,0.002,0.001,0
0.03,2.413,0.62,0.076,0.953,0.168,0.047,0.003,0.005,0.01,0.002,0.001,0
0.061,2.559,0.681,0.148,0.94,0.332,0.061,0.007,0.012,0.021,0.004,0.002,0
-0.108,1.456,0.682,0.044,0.964,0.292,0.036,0.006,0.01,0.022,0.002,0,0
0.038,1.376,0.67,0.18,0.934,0.261,0.066,0.004,0.006,0.013,0.002,0.001,0
0.027,1.916,0.794,0.148,0.87,0.328,0.13,0.003,0.004,0.009,0.001,0,0
0.078,2.941,0.933,0.221,0.864,0.347,0.136,0.009,0.013,0.023,0.005,0.004,0
-0.068,2.318,0.932,0.177,0.898,0.283,0.102,0.004,0.007,0.016,0.002,0.001,0
-0.209,2.659,0.946,0.139,0.91,0.248,0.09,0.002,0.005,0.008,0.001,0.001,0
-0.084,2.339,0.77,0.11,0.939,0.264,0.061,0.001,0.002,0.006,0,0,0
-0.142,0.557,0.654,0,0.399,0.186,0,0.006,0.01,0.015,0.003,0.001,0
0.058,2.832,0.884,0.196,0.871,0.327,0.129,0.008,0.012,0.02,0.005,0.004,0
-0.015,2.899,0.836,0.169,0.9,0.287,0.1,0.004,0.008,0.013,0.003,0.002,0
0.056,2.542,0.719,0.135,0.86,0.262,0.074,0.006,0.009,0.017,0.004,0.003,0
0.053,2.691,0.708,0.127,0.712,0.215,0.067,0.003,0.006,0.011,0.002,0.002,0
0.163,2.658,0.773,0.057,0.176,0.08,0.033,0.001,0.002,0.005,0.001,0.001,0
0.033,2.428,0.749,0.158,0.885,0.322,0.116,0.003,0.005,0.013,0.001,0,0
0.115,2.941,0.758,0.171,0.904,0.332,0.096,0.009,0.014,0.023,0.006,0.005,0
-0.017,0.424,0.479,0,1,0.041,0,0.002,0.004,0.006,0.002,0.002,0
-0.015,2.086,0.776,0.2,0.85,0.272,0.15,0.001,0.003,0.009,0,0,0
0.003,2.703,0.876,0.107,0.517,0.194,0.059,0.003,0.005,0.009,0.002,0.001,0
0.087,0.497,0.561,0,1,0.617,0,0.03,0.045,0.078,0.021,0.014,0
-0.143,2.015,0.828,0.123,0.902,0.266,0.098,0.004,0.006,0.012,0.002,0.001,0
-0.028,2.126,0.801,0.183,0.912,0.253,0.088,0,0.002,0.004,0,0,0
-0.114,1.489,0.733,0.113,0.972,0.24,0.028,0.002,0.005,0.011,0.001,0,0
0.295,2.873,0.994,0.295,0.772,0.451,0.228,0.022,0.032,0.047,0.018,0.015,0
-0.069,2.457,0.891,0.166,0.893,0.29,0.107,0.003,0.005,0.011,0.002,0.001,0
0.016,0.088,0.36,0,1,0,0,0,0,0,0,0,0
-0.064,2.941,0.934,0.078,0.436,0.145,0.049,0.003,0.004,0.008,0.002,0.001,0
-0.064,2.329,0.762,0.119,0.929,0.278,0.071,0.001,0.004,0.009,0,0,0
-0.17,1.901,0.798,0.135,0.9,0.214,0.1,0,0.001,0.004,0,0,0
0.027,2.758,0.746,0.13,0.923,0.261,0.077,0.004,0.007,0.014,0.002,0.002,0
-0.043,2.393,0.774,0.126,0.925,0.33,0.075,0.003,0.008,0.015,0.001,0,0
0.004,2.608,0.875,0.209,0.872,0.309,0.128,0,0.006,0.014,0,0,0
-0.029,2.167,0.813,0.172,0.905,0.261,0.095,0,0,0.005,0,0,0
-0.238,2.12,0.857,0.112,0.936,0.206,0.064,0.002,0.002,0.004,0,0,0
0.06,2.502,0.828,0.214,0.902,0.323,0.098,0.002,0.007,0.015,0,0,0
-0.667,1.817,1.073,0.057,0.97,0.11,0.03,0,0,0,0,0,0
-0.072,2.316,0.796,0.132,0.925,0.274,0.075,0.001,0.003,0.009,0,0,0
0.099,2.88,0.779,0.185,0.888,0.352,0.113,0.006,0.011,0.02,0.004,0.003,0
-0.098,2.141,0.816,0.128,0.93,0.265,0.07,0.001,0.003,0.009,0,0,0
0.026,2.357,0.854,0.188,0.893,0.31,0.107,0.007,0.012,0.018,0.004,0.003,0
-0.056,2.087,0.751,0.088,0.936,0.267,0.064,0.002,0.005,0.012,0.001,0,0
0.024,2.275,0.702,0.12,0.923,0.303,0.077,0.005,0.009,0.017,0.003,0.002,0
0.055,2.431,0.64,0.063,0.957,0.303,0.043,0,0.001,0.004,0,0,0
0.01,1.884,0.72,0.21,0.852,0.262,0.148,0.001,0.001,0.009,0.001,0,0
0.128,2.703,0.799,0.218,0.876,0.325,0.125,0.004,0.008,0.015,0.003,0.002,0
0.085,2.305,0.754,0.192,0.897,0.332,0.103,0.002,0.005,0.012,0,0,0
-0.009,2.941,0.838,0.182,0.899,0.273,0.101,0.003,0.007,0.012,0.002,0.001,0
0.047,2.824,0.694,0.105,0.931,0.224,0.069,0.004,0.006,0.012,0.002,0.002,0
-0.378,2.146,0.916,0.101,0.965,0.178,0.035,0.001,0.001,0.006,0,0,0
0.003,2.679,0.789,0.151,0.914,0.337,0.086,0.004,0.007,0.012,0.003,0.001,0
-0.04,2.066,0.742,0.196,0.922,0.305,0.078,0.004,0.009,0.017,0.003,0.002,0
0.13,2.941,0.811,0.183,0.883,0.359,0.117,0.009,0.014,0.024,0.006,0.005,0
-0.024,2.692,0.883,0.175,0.878,0.304,0.122,0.004,0.007,0.013,0.003,0.002,0
0.122,2.469,0.979,0.247,0.84,0.351,0.16,0.015,0.023,0.032,0.01,0.009,0
-0.079,2.489,0.805,0.15,0.889,0.256,0.111,0.001,0.002,0.006,0.001,0,0
-0.194,2.117,0.917,0.128,0.916,0.216,0.084,0,0,0,0,0,0
-0.036,2.391,0.777,0.146,0.897,0.281,0.103,0.001,0.004,0.01,0,0,0
0.008,0.132,0.423,0,1,0,0,0,0,0,0,0,0
-0.129,2.26,0.876,0.109,0.934,0.319,0.066,0.006,0.008,0.018,0.005,0.002,0
-0.11,1.406,0.765,0.216,0.886,0.234,0.115,0.002,0.005,0.007,0.002,0.002,0
-0.349,1.422,0.946,0.137,0.881,0.158,0.119,0,0.002,0.002,0,0,0
-0.075,2.63,0.867,0.157,0.897,0.268,0.104,0.002,0.005,0.01,0.001,0.001,0
-0.011,2.752,0.828,0.187,0.907,0.31,0.093,0.001,0.003,0.007,0,0,0
-0.06,0.91,0.653,0.066,1,0.407,0,0.007,0.016,0.031,0.005,0.002,0
-0.02,2.861,0.774,0.087,0.568,0.185,0.049,0.003,0.005,0.01,0.002,0.001,0
0.034,0.064,0.239,0,1,0,0,0,0,0,0,0,0
0.035,2.941,0.835,0.184,0.888,0.324,0.112,0.007,0.01,0.018,0.004,0.003,0
0.012,1.973,0.694,0.17,0.896,0.27,0.105,0.004,0.007,0.013,0.003,0.001,0
-0.102,2.36,0.889,0.163,0.9,0.282,0.101,0.003,0.006,0.013,0.002,0.002,0
0.133,2.832,0.834,0.221,0.859,0.366,0.141,0.008,0.012,0.023,0.006,0.004,0
0.002,2.894,0.715,0.144,0.937,0.315,0.063,0.004,0.007,0.014,0.002,0.001,0
-0.209,2.706,0.856,0.113,0.931,0.237,0.069,0.001,0.003,0.007,0.001,0,0
-0.12,2.634,1.035,0.177,0.881,0.269,0.119,0.003,0.006,0.011,0.002,0.002,0
0.003,2.241,0.947,0.205,0.862,0.326,0.138,0.007,0.01,0.018,0.005,0.004,0
0.222,2.708,0.921,0.262,0.816,0.383,0.184,0.015,0.02,0.034,0.012,0.009,0
0.006,0.787,0.583,0.04,1,0.259,0,0.003,0.006,0.013,0.003,0.002,0
-0.244,2.462,0.902,0.115,0.929,0.204,0.071,0,0,0.001,0,0,0
-0.009,2.421,0.812,0.151,0.894,0.32,0.106,0.002,0.004,0.012,0.001,0,0
-0.071,0.897,0.727,0.145,1,0.423,0,0.016,0.021,0.04,0.01,0.008,0
0.577,2.809,1.189,0.431,0.65,0.537,0.351,0.047,0.06,0.087,0.037,0.034,0
-0.282,2.023,0.909,0.094,0.923,0.202,0.077,0,0.002,0.002,0,0,0
0.369,2.941,1.006,0.283,0.783,0.427,0.217,0.024,0.032,0.048,0.018,0.015,0
-0.068,2.304,0.76,0.134,0.925,0.272,0.075,0.001,0.003,0.008,0.001,0,0
0.167,2.809,0.87,0.257,0.845,0.384,0.155,0.014,0.02,0.035,0.009,0.008,0
0.064,2.571,0.675,0.143,0.925,0.324,0.075,0.004,0.009,0.017,0.003,0.002,0
0.037,1.738,0.4,0.012,0.997,0.03,0.003,0.001,0.002,0.003,0.001,0,0
0.125,1.921,0.694,0.214,0.84,0.335,0.163,0.003,0.006,0.01,0.002,0.001,0
-0.078,1.024,0.657,0.056,0.998,0.141,0.002,0.004,0.006,0.008,0.002,0,0
-0.003,2.107,0.764,0.117,0.901,0.313,0.099,0,0.002,0.004,0,0,0
-0.061,2.478,0.752,0.123,0.917,0.239,0.083,0.002,0.004,0.009,0.001,0,0
0.032,1.351,0.716,0.266,0.858,0.341,0.142,0.005,0.01,0.022,0.003,0.003,0
-0.123,2.336,0.837,0.116,0.919,0.281,0.081,0.003,0.004,0.008,0.001,0.001,0
-0.256,2.169,0.993,0.132,0.913,0.236,0.087,0.003,0.003,0.007,0.002,0.002,0
0.051,2.105,0.745,0.204,0.861,0.318,0.139,0.001,0.003,0.009,0,0,0
0.05,2.548,0.936,0.21,0.869,0.307,0.131,0.008,0.013,0.019,0.006,0.004,0
0.021,2.075,0.772,0.182,0.868,0.294,0.132,0.001,0.005,0.012,0,0,0
-0.007,2.482,0.807,0.167,0.912,0.273,0.088,0,0.001,0.005,0,0,0
0.066,2.104,0.758,0.178,0.904,0.31,0.096,0.003,0.007,0.016,0.002,0.002,0
0.085,2.55,0.841,0.213,0.902,0.315,0.098,0.007,0.009,0.016,0.004,0.004,0
0.057,2.785,0.747,0.158,0.896,0.294,0.104,0.004,0.007,0.014,0.002,0.002,0
0.02,2.664,0.651,0.08,0.712,0.157,0.05,0.001,0.002,0.005,0.001,0,0
0.022,2.511,0.823,0.199,0.894,0.313,0.106,0,0.002,0.014,0,0,0
-0.071,1.607,0.692,0.031,0.972,0.329,0.028,0.003,0.007,0.011,0.002,0.001,0
-0.04,2.495,0.727,0.113,0.947,0.209,0.053,0.001,0.001,0.004,0.001,0,0
-0.151,1.02,0.761,0.193,0.974,0.275,0.026,0.002,0.002,0.009,0.002,0.001,0
0.001,2.691,0.806,0.148,0.933,0.329,0.068,0.009,0.015,0.025,0.005,0.004,0
0.048,1.813,0.695,0.104,0.925,0.354,0.075,0.002,0.004,0.011,0,0,0
0.014,1.062,0.698,0.145,0.964,0.392,0.036,0.011,0.013,0.029,0.006,0.005,0
0.082,2.84,0.773,0.137,0.913,0.31,0.087,0.01,0.015,0.026,0.007,0.006,0
0.075,0.392,0.319,0,0,0,0,0,0,0,0,0,0
0.234,2.615,0.851,0.277,0.844,0.388,0.156,0.008,0.013,0.024,0.004,0.003,0
0.172,2.848,0.777,0.022,0.109,0.035,0.014,0.002,0.002,0.003,0.001,0.001,0
0.272,2.882,1.184,0.308,0.754,0.431,0.246,0.029,0.035,0.051,0.019,0.016,0
-0.023,2.593,0.775,0.139,0.916,0.308,0.084,0.002,0.006,0.013,0.001,0.001,0
0.017,2.209,0.668,0.051,0.401,0.097,0.026,0.001,0.002,0.003,0,0,0
-0.091,1.07,0.776,0.017,0.059,0.019,0.004,0,0.001,0.001,0,0,0
-0.03,2.937,0.735,0.043,0.346,0.08,0.026,0.001,0.001,0.003,0.001,0,0
-0.047,2.098,0.809,0.15,0.906,0.302,0.094,0.003,0.005,0.012,0.001,0.001,0
0.053,2.792,0.815,0.055,0.274,0.103,0.037,0.002,0.003,0.006,0.001,0.001,0
0.069,2.782,0.771,0.193,0.904,0.314,0.096,0.002,0.005,0.01,0.001,0,0
0.084,2.173,0.841,0.19,0.873,0.341,0.127,0.004,0.007,0.016,0.002,0.001,0
-0.117,1.682,0.772,0.174,0.946,0.315,0.054,0.004,0.006,0.014,0.002,0.001,0
-0.184,2.63,0.853,0.127,0.934,0.239,0.066,0.001,0.002,0.004,0,0,0
-0.049,1.037,0.695,0.107,0.997,0.357,0.003,0.005,0.011,0.021,0.004,0.002,0
-0.049,2.479,0.813,0.144,0.888,0.286,0.112,0.002,0.003,0.009,0.001,0.001,0
0.003,2.698,0.783,0.093,0.524,0.183,0.056,0.002,0.003,0.008,0.001,0.001,0
-0.12,2.775,0.895,0.139,0.907,0.258,0.093,0.003,0.005,0.011,0.002,0.002,0
0.114,2.537,0.873,0.24,0.866,0.322,0.134,0,0.005,0.015,0,0,0
-0.058,2.438,0.907,0.161,0.867,0.28,0.133,0.001,0.004,0.01,0.001,0,0
-0.036,2.495,0.714,0.11,0.933,0.22,0.067,0.002,0.004,0.008,0.001,0.001,0
-0.056,2.002,0.775,0.003,0.018,0.005,0.002,0,0,0,0,0,0
-0.072,1.963,0.696,0.015,0.992,0.404,0.008,0.004,0.007,0.02,0.001,0.001,0
0.064,2.836,0.864,0.198,0.882,0.344,0.119,0.007,0.01,0.021,0.004,0.003,0
0.051,2.826,0.678,0.121,0.926,0.273,0.074,0.002,0.004,0.011,0.001,0.001,0
0.051,0.107,0.292,0,0.048,0,0,0,0,0,0,0,0
0.038,2.793,0.845,0.193,0.893,0.33,0.107,0.006,0.009,0.016,0.004,0.002,0
-0.442,0.073,0.921,0,0.002,0,0,0,0,0,0,0,0
0.083,2.937,0.75,0.184,0.897,0.333,0.103,0.005,0.008,0.017,0.003,0.002,0
-0.19,1.81,0.921,0.135,0.894,0.263,0.106,0,0,0.006,0,0,0
-0.21,2.112,0.853,0.114,0.93,0.213,0.07,0.001,0.003,0.008,0.001,0,0
-0.062,2.087,0.763,0.11,0.918,0.248,0.082,0,0.003,0.005,0,0,0
0.006,1.983,0.742,0.199,0.837,0.25,0.165,0,0.003,0.006,0,0,0
0.077,2.756,0.818,0.21,0.873,0.367,0.127,0.007,0.01,0.024,0.005,0.005,0
0.11,2.941,0.916,0.224,0.854,0.356,0.146,0.013,0.018,0.029,0.01,0.008,0
-0.08,2.172,0.799,0.11,0.93,0.288,0.073,0.001,0.003,0.01,0,0,0
0.028,2.719,0.802,0.163,0.884,0.321,0.116,0,0.006,0.009,0,0,0
-0.072,0.437,0.606,0,1,0.448,0,0.015,0.022,0.042,0.01,0.006,0
0.112,2.578,0.853,0.224,0.874,0.345,0.126,0.012,0.017,0.026,0.008,0.006,0
0.011,1.964,0.63,0.05,0.984,0.358,0.016,0.012,0.018,0.032,0.008,0.005,0
-0.421,0.073,0.92,0,0.046,0,0,0,0,0,0,0,0
0.133,1.461,0.691,0.265,0.795,0.31,0.206,0.002,0.004,0.01,0.001,0,0
-0.017,2.574,0.745,0.147,0.896,0.266,0.104,0.002,0.003,0.009,0.001,0,0
-0.098,0.727,0.726,0.01,1,0.457,0,0.018,0.026,0.043,0.011,0.008,0
-0.008,2.177,0.688,0.111,0.916,0.262,0.084,0.002,0.005,0.01,0.001,0.001,0
-0.103,0.656,0.649,0,0.138,0.063,0,0.002,0.003,0.005,0.001,0.001,0
0.049,1.854,0.737,0.161,0.857,0.322,0.143,0.001,0.006,0.011,0,0,0
0.052,1.353,0.552,0.04,0.399,0.078,0.02,0.001,0.001,0.004,0,0,0
0.111,2.941,0.822,0.203,0.877,0.359,0.123,0.008,0.012,0.023,0.005,0.003,0
0.124,2.002,0.628,0.065,0.951,0.39,0.049,0.008,0.011,0.019,0.005,0.005,0
0.096,1.722,0.7,0.175,0.852,0.337,0.148,0.008,0.015,0.025,0.006,0.004,0
0.021,2.165,0.849,0.194,0.889,0.311,0.111,0.004,0.004,0.006,0.002,0,0
0.225,2.331,0.754,0.241,0.862,0.366,0.138,0,0,0.009,0,0,0
0.292,2.584,0.996,0.306,0.784,0.404,0.216,0.018,0.026,0.037,0.014,0.012,0
0.049,2.712,0.756,0.154,0.916,0.296,0.084,0.003,0.006,0.014,0.002,0.001,0
0.119,2.426,1.06,0.252,0.798,0.353,0.202,0.019,0.025,0.034,0.013,0.011,0
-0.022,2.43,0.834,0.134,0.903,0.247,0.097,0.005,0.007,0.012,0.002,0.002,0
0.051,2.941,0.886,0.189,0.879,0.339,0.121,0.009,0.014,0.023,0.006,0.005,0
-0.009,2.871,0.914,0.173,0.896,0.338,0.104,0.006,0.011,0.021,0.004,0.002,0
-0.069,1.674,0.753,0.23,0.922,0.308,0.078,0.004,0.006,0.013,0.002,0.001,0
-0.012,2.543,0.754,0.112,0.939,0.365,0.061,0.01,0.016,0.027,0.007,0.005,0
0.046,2.885,0.64,0.099,0.917,0.188,0.062,0.002,0.004,0.008,0.001,0.001,0
