cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,label
0.085,2.941,1.173,0.219,0.835,0.361,0.165,0.011,0.022,0.032,0.009,0.008,1
0.487,2.586,1.186,0.376,0.705,0.479,0.295,0.019,0.034,0.048,0.017,0.013,1
0.134,2.937,0.894,0.13,0.511,0.228,0.095,0.005,0.009,0.016,0.004,0.003,1
0.15,2.78,0.732,0.198,0.897,0.362,0.103,0.006,0.011,0.021,0.004,0.003,1
0.145,2.776,0.816,0.192,0.851,0.372,0.149,0.006,0.011,0.02,0.004,0.003,1
0.558,2.186,1.421,0.505,0.568,0.594,0.432,0.042,0.057,0.073,0.026,0.019,1
0.586,2.941,1.157,0.416,0.664,0.536,0.336,0.038,0.052,0.076,0.03,0.025,1
0.073,2.884,0.989,0.193,0.873,0.34,0.127,0.009,0.016,0.026,0.007,0.005,1
0.056,2.865,0.883,0.176,0.882,0.311,0.119,0.004,0.009,0.015,0.003,0.002,1
0.134,2.941,0.816,0.201,0.869,0.353,0.131,0.006,0.011,0.02,0.004,0.002,1
0.1,2.793,1,0.224,0.851,0.318,0.149,0.01,0.01,0.018,0.007,0.004,1
0.078,2.675,1.179,0.237,0.821,0.336,0.179,0.008,0.014,0.021,0.005,0.005,1
0.081,2.941,0.838,0.177,0.882,0.307,0.119,0.006,0.009,0.016,0.005,0.003,1
0.296,2.626,1.037,0.315,0.757,0.439,0.244,0.016,0.031,0.046,0.013,0.013,1
1.137,2.531,1.332,0.673,0.418,0.715,0.582,0.034,0.069,0.091,0.02,0.017,1
-0.106,2.486,0.793,0.112,0.973,0.357,0.027,0.008,0.014,0.027,0.005,0.003,1
0.147,1.856,1.274,0.33,0.715,0.389,0.285,0.022,0.037,0.048,0.011,0.011,1
0.313,2.859,1.05,0.097,0.264,0.135,0.073,0.004,0.006,0.01,0.003,0.002,1
0.35,2.263,1.22,0.394,0.675,0.5,0.325,0.02,0.032,0.049,0.015,0.007,1
0.115,2.545,0.793,0.179,0.897,0.369,0.103,0.01,0.018,0.029,0.004,0.003,1
-0.061,2.141,0.872,0.158,0.897,0.28,0.103,0.003,0.006,0.013,0.001,0.001,1
0.248,2.77,1.071,0.242,0.82,0.436,0.18,0.01,0.025,0.036,0.01,0.007,1
0.026,2.941,0.927,0.18,0.865,0.299,0.136,0.005,0.009,0.016,0.004,0.003,1
0.107,2.492,0.968,0.261,0.82,0.362,0.18,0.013,0.018,0.028,0.01,0.007,1
0.104,2.36,0.766,0.116,0.925,0.416,0.075,0.02,0.029,0.048,0.014,0.009,1
0.668,2.805,1.147,0.468,0.642,0.539,0.358,0.031,0.049,0.068,0.028,0.022,1
0.036,2.629,0.941,0.195,0.86,0.336,0.14,0.007,0.012,0.021,0.005,0.004,1
0.163,2.873,0.877,0.229,0.857,0.394,0.143,0.01,0.016,0.027,0.007,0.004,1
0.558,2.941,1.119,0.382,0.7,0.51,0.3,0.034,0.046,0.065,0.028,0.023,1
-0.002,0.838,0.595,0.006,0.336,0.134,0,0.004,0.008,0.012,0.003,0.002,1
0.144,2.812,0.963,0.242,0.857,0.396,0.143,0.013,0.018,0.028,0.007,0.004,1
-0.094,2.819,0.882,0.12,0.945,0.245,0.056,0.005,0.01,0.017,0.005,0.003,1
0.049,2.309,0.804,0.222,0.883,0.327,0.117,0.003,0.007,0.013,0.001,0.001,1
-0.343,1.616,0.979,0.106,0.894,0.183,0.106,0,0,0,0,0,1
0.966,2.633,1.122,0.582,0.525,0.669,0.475,0.057,0.073,0.106,0.046,0.041,1
0.058,2.804,0.845,0.196,0.857,0.319,0.143,0.004,0.007,0.014,0.003,0.002,1
-0.134,2.277,1.169,0.239,0.828,0.307,0.172,0.013,0.024,0.03,0.01,0.009,1
0.185,2.941,0.996,0.238,0.834,0.373,0.166,0.008,0.017,0.025,0.006,0.004,1
0.224,2.443,1.135,0.291,0.764,0.402,0.236,0.015,0.023,0.032,0.013,0.008,1
0.931,2.461,1.069,0.553,0.495,0.677,0.505,0.047,0.075,0.107,0.045,0.039,1
0.09,2.81,0.704,0.127,0.919,0.343,0.081,0.01,0.016,0.028,0.006,0.004,1
0.159,2.832,0.893,0.196,0.856,0.404,0.144,0.013,0.02,0.032,0.009,0.007,1
-0.105,2.729,1.262,0.199,0.83,0.289,0.17,0.018,0.021,0.029,0.011,0.008,1
0.75,2.941,1.12,0.479,0.604,0.586,0.397,0.047,0.064,0.087,0.041,0.034,1
0.024,2.84,0.852,0.18,0.894,0.322,0.106,0.007,0.011,0.019,0.005,0.003,1
0.064,2.84,0.812,0.142,0.925,0.418,0.075,0.013,0.023,0.038,0.009,0.007,1
0.206,2.865,0.852,0.181,0.869,0.418,0.131,0.012,0.025,0.037,0.01,0.006,1
0.408,2.692,1.065,0.37,0.725,0.488,0.275,0.028,0.039,0.058,0.021,0.016,1
-0.494,1.369,1.113,0.132,0.88,0.179,0.12,0,0,0,0,0,1
0.025,2.654,0.84,0.174,0.896,0.332,0.104,0.006,0.01,0.018,0.004,0.003,1
0.012,2.584,0.765,0.038,0.259,0.083,0.025,0.002,0.003,0.005,0.001,0.001,1
0.139,2.873,0.823,0.174,0.895,0.277,0.105,0.007,0.013,0.022,0.006,0.004,1
0.443,2.318,1.133,0.388,0.698,0.494,0.302,0.032,0.037,0.06,0.02,0.017,1
-0.022,2.223,1.138,0.252,0.809,0.337,0.191,0.014,0.018,0.025,0.007,0.002,1
-0.033,2.42,0.795,0.03,0.226,0.078,0.017,0.001,0.003,0.005,0.001,0,1
-0.173,2.338,1.136,0.204,0.845,0.274,0.155,0.007,0.014,0.022,0.006,0.005,1
0.076,2.902,0.817,0.101,0.45,0.164,0.057,0.002,0.004,0.008,0.001,0.001,1
0.67,2.52,1.183,0.449,0.64,0.527,0.36,0.02,0.05,0.066,0.018,0.014,1
0.283,2.394,1.155,0.337,0.722,0.416,0.278,0.015,0.032,0.047,0.015,0.01,1
0.199,2.754,0.928,0.243,0.831,0.396,0.169,0.013,0.019,0.031,0.01,0.008,1
0.312,2.716,0.981,0.302,0.807,0.413,0.194,0.014,0.024,0.038,0.01,0.009,1
0.858,2.941,1.107,0.497,0.569,0.643,0.431,0.038,0.062,0.091,0.03,0.024,1
0.122,2.471,1.047,0.268,0.807,0.388,0.193,0.016,0.026,0.04,0.013,0.01,1
0.202,2.652,0.915,0.238,0.847,0.381,0.153,0.01,0.017,0.025,0.009,0.006,1
2.103,2.941,0.897,0.909,0.096,0.983,0.904,0.157,0.187,0.235,0.13,0.113,1
-0.083,2.647,0.952,0.166,0.882,0.295,0.118,0.005,0.009,0.016,0.004,0.003,1
0.282,2.758,0.964,0.213,0.828,0.347,0.172,0.022,0.03,0.041,0.017,0.012,1
0.735,2.391,1.123,0.521,0.564,0.637,0.436,0.035,0.057,0.085,0.03,0.018,1
0.974,2.884,1.177,0.563,0.514,0.664,0.486,0.055,0.076,0.106,0.044,0.035,1
0.011,1.933,0.729,0.203,0.897,0.322,0.103,0.004,0.009,0.017,0.002,0.001,1
0.087,1.173,0.68,0.282,0.943,0.322,0.057,0.003,0.007,0.014,0.002,0.001,1
-0.107,2.652,0.959,0.15,0.913,0.26,0.087,0.006,0.009,0.011,0.004,0.002,1
0.002,1.111,0.505,0.002,0.999,0.096,0.001,0.004,0.006,0.011,0.003,0.002,1
0.525,2.625,1.055,0.418,0.689,0.529,0.312,0.027,0.047,0.067,0.022,0.017,1
0.154,2.456,0.91,0.227,0.822,0.37,0.179,0.01,0.014,0.026,0.007,0.006,1
0.191,2.788,0.782,0.194,0.898,0.439,0.102,0.014,0.025,0.04,0.009,0.006,1
-0.199,2.17,0.801,0.112,0.924,0.197,0.076,0,0,0,0,0,1
-0.109,2.63,0.971,0.175,0.887,0.279,0.113,0.005,0.008,0.014,0.004,0.003,1
-0.267,2.793,1.327,0.186,0.857,0.244,0.143,0.004,0.012,0.016,0.003,0.003,1
0.157,2.873,1.02,0.245,0.837,0.359,0.163,0.004,0.01,0.02,0.004,0.004,1
0.018,2.176,0.752,0.134,0.927,0.319,0.074,0.003,0.007,0.016,0.002,0.001,1
0.042,2.503,0.769,0.035,0.239,0.084,0.025,0.002,0.003,0.006,0.001,0.001,1
1.199,2.713,1.462,0.693,0.36,0.748,0.64,0.035,0.078,0.108,0.035,0.027,1
0.788,2.695,1.086,0.533,0.58,0.64,0.422,0.047,0.067,0.094,0.036,0.022,1
1.174,2.579,1.198,0.665,0.417,0.748,0.583,0.039,0.075,0.114,0.031,0.031,1
0.966,2.937,2.236,0.605,0.417,0.669,0.583,0.06,0.086,0.109,0.041,0.03,1
0.005,2.735,0.68,0.054,0.578,0.12,0.032,0.002,0.004,0.007,0.002,0.001,1
0.108,2.857,0.841,0.065,0.285,0.112,0.043,0.001,0.003,0.006,0.001,0.001,1
-0.192,1.301,0.865,0.157,0.963,0.329,0.037,0.002,0.006,0.011,0.001,0,1
0.259,2.698,0.924,0.021,0.096,0.035,0.016,0.001,0.002,0.004,0.001,0.001,1
0.67,2.275,1.283,0.554,0.548,0.614,0.452,0.066,0.077,0.113,0.055,0.05,1
0.075,0.8,0.664,0.121,1,0.597,0,0.029,0.048,0.071,0.021,0.013,1
-0.207,2.884,1.115,0.148,0.891,0.239,0.109,0.003,0.008,0.011,0.003,0.002,1
-0.012,2.941,0.871,0.143,0.914,0.327,0.086,0.005,0.008,0.017,0.003,0.003,1
0.128,2.355,0.831,0.185,0.859,0.364,0.141,0.006,0.012,0.022,0.004,0.003,1
0.141,2.85,0.775,0.18,0.887,0.37,0.113,0.007,0.012,0.023,0.005,0.004,1
0.054,2.882,1.06,0.221,0.832,0.327,0.169,0.012,0.019,0.028,0.01,0.007,1
-0.014,2.322,0.755,0.158,0.916,0.273,0.084,0,0.006,0.01,0,0,1
0.299,2.156,0.892,0.317,0.776,0.425,0.224,0.017,0.026,0.04,0.013,0.011,1
0.595,2.362,1.155,0.464,0.63,0.569,0.372,0.033,0.05,0.074,0.022,0.019,1
0.903,2.733,1.262,0.529,0.573,0.619,0.427,0.034,0.063,0.095,0.032,0.03,1
0.065,2.804,1.007,0.193,0.863,0.338,0.137,0.009,0.017,0.026,0.008,0.006,1
1.225,2.941,1.247,0.638,0.446,0.726,0.554,0.065,0.088,0.124,0.056,0.045,1
0.294,2.798,0.973,0.289,0.795,0.428,0.205,0.017,0.026,0.036,0.013,0.011,1
0.003,2.655,0.989,0.201,0.856,0.319,0.144,0.007,0.012,0.019,0.005,0.004,1
0.535,2.865,1.036,0.378,0.725,0.503,0.275,0.023,0.037,0.056,0.02,0.016,1
-0.047,2.578,0.783,0.165,0.921,0.3,0.079,0.004,0.008,0.015,0.002,0.002,1
0.012,2.394,0.78,0.152,0.893,0.311,0.107,0.001,0.003,0.007,0,0,1
-0.116,2.46,0.82,0.152,0.939,0.27,0.062,0.002,0.005,0.01,0.002,0.001,1
0.079,0.202,0.378,0,1,0,0,0,0,0,0,0,1
0.001,1.294,0.725,0.248,0.898,0.312,0.103,0.001,0.005,0.012,0.001,0.001,1
0.153,2.749,0.88,0.211,0.866,0.354,0.135,0.006,0.013,0.024,0.004,0.003,1
-0.038,1.864,0.869,0.137,0.895,0.191,0.105,0.007,0.012,0.019,0.006,0.005,1
0.205,2.438,0.927,0.199,0.666,0.313,0.156,0.011,0.017,0.027,0.008,0.007,1
0.107,2.832,0.896,0.218,0.864,0.343,0.136,0.005,0.012,0.019,0.004,0.002,1
0.315,2.562,0.872,0.309,0.807,0.429,0.193,0.009,0.026,0.039,0.004,0.004,1
-0.018,2.769,1.035,0.21,0.86,0.301,0.14,0.004,0.009,0.013,0.002,0.002,1
0.651,2.124,1.29,0.509,0.6,0.652,0.402,0.027,0.063,0.083,0.022,0.016,1
0.275,2.706,1.162,0.317,0.758,0.407,0.242,0.008,0.02,0.03,0.006,0.005,1
0.066,2.815,1.035,0.218,0.846,0.333,0.154,0.009,0.014,0.026,0.007,0.006,1
-0.031,2.631,0.811,0.152,0.915,0.288,0.085,0.002,0.006,0.012,0.001,0.001,1
1.507,2.726,1.129,0.754,0.3,0.836,0.7,0.082,0.118,0.159,0.069,0.056,1
0.263,2.941,0.967,0.257,0.816,0.403,0.185,0.014,0.023,0.036,0.01,0.007,1
-0.421,2.241,1.075,0.019,0.172,0.035,0.014,0,0.001,0.001,0,0,1
-0.113,2.372,0.912,0.161,0.882,0.237,0.118,0.005,0.009,0.014,0.005,0.005,1
0.304,2.861,1.024,0.263,0.805,0.421,0.195,0.01,0.018,0.031,0.009,0.007,1
0.307,2.484,1.031,0.312,0.772,0.425,0.229,0.014,0.031,0.041,0.01,0.006,1
0.989,2.809,1.266,0.565,0.502,0.662,0.498,0.036,0.075,0.103,0.032,0.028,1
0.429,2.837,0.98,0.363,0.737,0.501,0.263,0.025,0.037,0.058,0.019,0.016,1
0.42,2.377,1.075,0.379,0.703,0.477,0.298,0.02,0.033,0.051,0.014,0.011,1
-0.021,2.804,0.889,0.152,0.909,0.282,0.091,0.005,0.008,0.016,0.003,0.002,1
-0.12,2.484,1.031,0.208,0.865,0.29,0.135,0.006,0.01,0.017,0.004,0.003,1
0.123,2.718,0.818,0.157,0.895,0.439,0.105,0.011,0.019,0.035,0.008,0.005,1
0.541,2.538,1.094,0.406,0.668,0.523,0.333,0.025,0.039,0.059,0.022,0.016,1
-0.017,2.808,0.808,0.108,0.933,0.35,0.067,0.007,0.014,0.022,0.005,0.003,1
0.626,2.88,1.3,0.426,0.653,0.518,0.349,0.028,0.042,0.055,0.018,0.015,1
0.147,2.941,0.866,0.217,0.858,0.367,0.142,0.009,0.015,0.026,0.007,0.006,1
0.05,2.768,1.047,0.218,0.84,0.364,0.16,0.012,0.019,0.03,0.009,0.007,1
0.119,2.788,0.627,0.055,0.359,0.128,0.027,0.003,0.006,0.01,0.002,0.001,1
0.326,2.42,0.89,0.286,0.797,0.42,0.203,0.015,0.022,0.035,0.011,0.009,1
0.181,2.578,1.392,0.325,0.722,0.384,0.278,0.019,0.033,0.045,0.017,0.009,1
-0.116,2.581,1.036,0.17,0.88,0.288,0.12,0.004,0.009,0.016,0.003,0.002,1
0.155,2.88,0.798,0.056,0.261,0.081,0.031,0.002,0.003,0.005,0.001,0.001,1
0.293,2.697,1.101,0.314,0.765,0.419,0.235,0.016,0.023,0.041,0.015,0.011,1
-0.015,0.788,0.544,0.01,0.219,0.047,0,0.001,0.002,0.003,0.001,0,1
0.204,2.733,0.94,0.252,0.837,0.368,0.163,0.009,0.015,0.027,0.008,0.005,1
0.659,2.941,1.257,0.441,0.632,0.56,0.369,0.036,0.055,0.078,0.028,0.024,1
0.219,2.752,0.998,0.24,0.828,0.435,0.172,0.014,0.024,0.038,0.011,0.009,1
0.083,2.837,0.78,0.113,0.936,0.369,0.064,0.013,0.02,0.033,0.008,0.006,1
1.385,2.937,1.37,0.688,0.371,0.81,0.629,0.063,0.095,0.136,0.059,0.045,1
-0.078,2.535,0.835,0.151,0.926,0.257,0.074,0.004,0.007,0.013,0.002,0.002,1
0.062,2.793,0.778,0.174,0.911,0.341,0.09,0.005,0.01,0.018,0.003,0.003,1
0.216,2.513,1.383,0.321,0.729,0.405,0.271,0.017,0.034,0.042,0.017,0.011,1
0.059,2.749,0.787,0.17,0.909,0.364,0.091,0.007,0.012,0.022,0.004,0.003,1
-0.121,2.677,0.933,0.157,0.896,0.284,0.104,0.004,0.007,0.014,0.003,0.002,1
0.248,2.937,1.065,0.263,0.808,0.377,0.192,0.018,0.026,0.036,0.014,0.012,1
0.253,2.824,0.981,0.263,0.817,0.41,0.183,0.015,0.022,0.034,0.011,0.009,1
-0.159,2.348,0.943,0.138,0.913,0.261,0.087,0.004,0.008,0.016,0.003,0.002,1
0.702,2.616,1.183,0.458,0.625,0.562,0.375,0.034,0.058,0.083,0.028,0.024,1
-0.124,2.82,0.922,0.126,0.905,0.244,0.095,0.003,0.006,0.01,0.002,0.002,1
0.162,2.941,0.784,0.134,0.898,0.334,0.102,0.01,0.019,0.031,0.008,0.006,1
-0.202,2.629,1.161,0.181,0.884,0.281,0.116,0.008,0.016,0.024,0.006,0.006,1
0.079,2.937,0.842,0.191,0.866,0.328,0.134,0.004,0.008,0.016,0.003,0.002,1
0.426,2.941,0.966,0.304,0.733,0.478,0.267,0.014,0.029,0.043,0.008,0.004,1
1.633,2.941,1.2,0.777,0.27,0.844,0.73,0.075,0.118,0.155,0.07,0.058,1
0.439,1.313,0.748,0.472,0.552,0.508,0.448,0.016,0.034,0.053,0.016,0.012,1
0.081,2.89,0.889,0.196,0.871,0.337,0.129,0.009,0.014,0.024,0.006,0.005,1
0.022,2.639,1.235,0.269,0.807,0.355,0.194,0.004,0.012,0.023,0.003,0.001,1
0.864,2.37,1.023,0.53,0.561,0.636,0.441,0.044,0.067,0.098,0.044,0.035,1
0.15,2.711,1.002,0.247,0.827,0.39,0.174,0.016,0.023,0.036,0.013,0.01,1
0.095,2.711,0.864,0.182,0.887,0.325,0.113,0.005,0.011,0.02,0.003,0.002,1
0.34,2.894,1.045,0.288,0.795,0.397,0.206,0.014,0.022,0.033,0.012,0.008,1
1.134,2.699,0.956,0.651,0.432,0.799,0.568,0.061,0.1,0.144,0.044,0.035,1
0.518,2.882,1.154,0.392,0.71,0.508,0.29,0.03,0.044,0.064,0.02,0.017,1
1.599,2.894,1.227,0.767,0.277,0.822,0.728,0.059,0.114,0.144,0.05,0.05,1
0.051,2.836,0.739,0.122,0.812,0.297,0.059,0.005,0.009,0.017,0.003,0.002,1
0.171,2.753,1.046,0.256,0.826,0.38,0.175,0.011,0.019,0.03,0.009,0.007,1
0.965,2.479,1.038,0.585,0.5,0.684,0.5,0.058,0.078,0.115,0.047,0.038,1
0.301,2.861,1.119,0.282,0.781,0.416,0.219,0.012,0.018,0.032,0.011,0.007,1
-0.031,2.738,0.856,0.053,0.332,0.12,0.034,0.003,0.004,0.008,0.002,0.001,1
0.746,2.941,1.424,0.484,0.596,0.557,0.406,0.033,0.063,0.08,0.03,0.024,1
-0.02,2.555,0.831,0.071,0.422,0.134,0.049,0.001,0.003,0.006,0.001,0.001,1
0.135,2.493,0.865,0.212,0.849,0.364,0.151,0.006,0.012,0.022,0.004,0.004,1
0.068,2.865,0.779,0.107,0.93,0.321,0.071,0.01,0.018,0.028,0.007,0.005,1
0.115,2.744,0.941,0.221,0.86,0.328,0.14,0.005,0.011,0.019,0.004,0.003,1
0.208,2.894,0.784,0.221,0.843,0.368,0.157,0.008,0.013,0.025,0.006,0.004,1
0.21,2.84,0.942,0.252,0.843,0.359,0.158,0.011,0.016,0.026,0.008,0.006,1
0.103,2.673,0.885,0.23,0.875,0.347,0.125,0.006,0.011,0.017,0.003,0.002,1
0.082,1.081,0.703,0.304,0.954,0.37,0.046,0.007,0.012,0.022,0.002,0.001,1
0.113,2.415,0.695,0.177,0.877,0.325,0.125,0.007,0.012,0.022,0.005,0.003,1
0.136,2.871,0.85,0.264,0.857,0.359,0.143,0.008,0.013,0.023,0.005,0.004,1
0.169,2.798,0.739,0.187,0.9,0.337,0.1,0.01,0.017,0.029,0.007,0.006,1
0.046,2.479,0.939,0.22,0.883,0.379,0.117,0.008,0.015,0.023,0.003,0.001,1
0.032,2.941,0.866,0.065,0.329,0.116,0.042,0.002,0.003,0.006,0.001,0.001,1
0.682,2.941,1.193,0.431,0.657,0.537,0.343,0.038,0.052,0.072,0.033,0.027,1
0.149,2.878,0.737,0.167,0.926,0.437,0.074,0.019,0.029,0.046,0.012,0.008,1
0.136,2.941,0.982,0.208,0.852,0.354,0.148,0.006,0.013,0.021,0.004,0.003,1
0.303,2.506,1.245,0.344,0.718,0.448,0.282,0.023,0.036,0.044,0.015,0.012,1
0.015,2.549,0.892,0.17,0.888,0.328,0.112,0.006,0.011,0.019,0.004,0.003,1
0.294,2.144,0.984,0.326,0.756,0.417,0.244,0.022,0.034,0.049,0.017,0.014,1
0.158,2.941,0.892,0.211,0.86,0.37,0.141,0.009,0.015,0.025,0.006,0.005,1
0.18,2.824,0.955,0.216,0.86,0.454,0.14,0.015,0.024,0.04,0.011,0.006,1
0.11,2.774,0.958,0.229,0.848,0.367,0.152,0.01,0.016,0.024,0.008,0.005,1
0.103,2.798,0.707,0.144,0.926,0.39,0.074,0.014,0.021,0.036,0.009,0.006,1
0.123,2.873,0.619,0.056,0.529,0.081,0.04,0.004,0.006,0.009,0.003,0.002,1
0.05,2.842,0.794,0.162,0.908,0.308,0.092,0.005,0.009,0.017,0.003,0.002,1
-0.057,2.941,0.881,0.158,0.904,0.292,0.096,0.003,0.006,0.012,0.002,0.001,1
0.171,2.607,1.163,0.274,0.777,0.368,0.223,0.013,0.022,0.031,0.011,0.007,1
0.573,2.726,1.088,0.457,0.644,0.549,0.356,0.022,0.039,0.06,0.012,0.01,1
0.812,1.903,0.993,0.601,0.519,0.662,0.481,0.032,0.052,0.082,0.023,0.017,1
0.251,2.941,1.115,0.284,0.775,0.408,0.225,0.022,0.031,0.045,0.017,0.014,1
-0.08,2.242,0.786,0.132,0.913,0.278,0.087,0.003,0.006,0.011,0.001,0.001,1
1.345,2.631,1.378,0.708,0.347,0.753,0.653,0.081,0.107,0.147,0.071,0.059,1
0.017,2.606,0.794,0.189,0.908,0.294,0.092,0.003,0.006,0.013,0.002,0.001,1
0.031,2.788,0.748,0.134,0.916,0.276,0.084,0.004,0.007,0.015,0.003,0.002,1
-0.091,2.644,1.006,0.177,0.867,0.28,0.134,0.005,0.009,0.015,0.005,0.003,1
-0.032,0.172,0.54,0,1,0,0,0,0,0,0,0,1
0.059,1.37,0.704,0.144,0.672,0.258,0.071,0.004,0.008,0.017,0.002,0.001,1
-0.108,2.083,0.743,0.036,0.422,0.085,0.018,0.002,0.003,0.006,0.001,0.001,1
-0.268,2.005,0.977,0.144,0.905,0.234,0.095,0.004,0.007,0.011,0.003,0.001,1
1.186,2.612,1.173,0.663,0.426,0.732,0.574,0.076,0.103,0.137,0.058,0.058,1
-0.044,2.578,0.905,0.167,0.907,0.353,0.093,0.005,0.009,0.016,0.003,0.001,1
0.062,2.683,1.114,0.226,0.826,0.304,0.174,0.007,0.01,0.017,0.006,0.003,1
0.031,2.081,0.658,0.03,0.224,0.063,0.015,0.001,0.003,0.004,0.001,0.001,1
0.632,2.941,1.033,0.41,0.679,0.58,0.321,0.034,0.052,0.076,0.028,0.022,1
0.102,2.177,0.741,0.027,0.135,0.054,0.018,0,0.001,0.001,0,0,1
0.14,2.941,0.889,0.218,0.864,0.36,0.136,0.007,0.012,0.022,0.005,0.003,1
0.991,2.585,1.302,0.621,0.505,0.67,0.495,0.032,0.065,0.081,0.032,0.029,1
0.286,2.882,1.016,0.284,0.804,0.405,0.197,0.013,0.021,0.033,0.011,0.009,1
-0.045,2.367,0.748,0.133,0.902,0.254,0.098,0.002,0.004,0.01,0.001,0,1
0.237,2.757,1,0.252,0.818,0.408,0.182,0.013,0.023,0.038,0.009,0.007,1
0.043,2.855,0.77,0.179,0.904,0.35,0.096,0.007,0.012,0.021,0.004,0.003,1
1.039,2.735,1.444,0.602,0.498,0.706,0.502,0.035,0.065,0.08,0.03,0.025,1
0.204,2.861,0.95,0.231,0.841,0.386,0.159,0.013,0.021,0.031,0.01,0.007,1
-0.021,2.59,0.68,0.075,0.967,0.193,0.033,0.002,0.006,0.011,0.001,0.001,1
0.327,2.937,0.987,0.063,0.197,0.103,0.051,0.004,0.007,0.01,0.003,0.003,1
0.231,2.813,0.945,0.251,0.82,0.393,0.18,0.014,0.022,0.036,0.009,0.007,1
-0.107,2.19,0.936,0.192,0.899,0.326,0.101,0.006,0.013,0.022,0.003,0.001,1
0.223,2.736,0.916,0.293,0.827,0.405,0.173,0.005,0.01,0.022,0.005,0.003,1
0.636,2.941,0.993,0.409,0.67,0.559,0.33,0.032,0.052,0.072,0.024,0.019,1
0.178,2.779,0.96,0.277,0.843,0.397,0.157,0.008,0.013,0.025,0.006,0.004,1
-0.044,2.662,0.823,0.157,0.912,0.296,0.088,0.002,0.005,0.011,0.001,0.001,1
-0.037,0.558,0.632,0,1,0.617,0,0.026,0.041,0.08,0.017,0.017,1
0.292,2.671,0.865,0.297,0.831,0.437,0.169,0.017,0.025,0.039,0.011,0.005,1
0.023,2.2,1.39,0.315,0.733,0.369,0.267,0.026,0.035,0.047,0.021,0.017,1
1.143,2.527,1.338,0.658,0.434,0.758,0.566,0.059,0.078,0.114,0.041,0.027,1
-0.206,2.58,1.015,0.162,0.907,0.252,0.093,0.001,0.003,0.006,0,0,1
0.763,2.847,1.241,0.498,0.581,0.582,0.42,0.039,0.061,0.087,0.035,0.029,1
-0.176,1.488,0.886,0.189,0.867,0.244,0.133,0.002,0.002,0.008,0,0,1
0.258,2.815,1.281,0.324,0.74,0.407,0.26,0.018,0.03,0.043,0.015,0.01,1
0.018,2.601,0.887,0.238,0.875,0.324,0.125,0.004,0.009,0.016,0.003,0.002,1
0.848,2.706,1.045,0.52,0.6,0.634,0.4,0.049,0.06,0.094,0.035,0.033,1
0,2.536,0.808,0.168,0.884,0.308,0.116,0.003,0.007,0.013,0.002,0.001,1
-0.075,1.852,0.871,0.211,0.878,0.284,0.122,0.005,0.01,0.018,0.003,0.002,1
0.057,2.439,0.913,0.197,0.864,0.329,0.136,0.008,0.014,0.021,0.007,0.005,1
0.09,2.632,0.698,0.119,0.916,0.333,0.084,0.006,0.011,0.022,0.004,0.002,1
0.079,2.606,0.752,0.202,0.842,0.314,0.158,0.003,0.006,0.014,0.002,0.001,1
0.034,2.894,0.78,0.159,0.911,0.303,0.09,0.004,0.007,0.014,0.003,0.002,1
0.102,2.937,0.815,0.211,0.877,0.357,0.124,0.005,0.01,0.019,0.003,0.002,1
0.07,2.882,0.849,0.034,0.176,0.066,0.02,0.001,0.002,0.004,0.001,0.001,1
0.001,2.873,0.853,0.168,0.897,0.299,0.103,0.005,0.009,0.015,0.003,0.003,1
0.268,2.673,0.995,0.285,0.808,0.394,0.192,0.016,0.021,0.033,0.013,0.011,1
-0.005,1.788,0.99,0.232,0.803,0.355,0.197,0.009,0.016,0.027,0.004,0.004,1
0.092,2.861,0.655,0.155,0.941,0.334,0.06,0.009,0.015,0.027,0.006,0.003,1
-0.079,2.689,1.084,0.174,0.856,0.284,0.144,0.005,0.009,0.015,0.004,0.003,1
0.025,2.941,0.774,0.143,0.914,0.291,0.086,0.005,0.008,0.015,0.003,0.002,1
0.139,2.824,0.789,0.172,0.897,0.433,0.103,0.014,0.022,0.037,0.009,0.006,1
0.111,2.585,0.979,0.223,0.85,0.396,0.15,0.012,0.021,0.032,0.008,0.006,1
0.214,2.758,0.938,0.249,0.827,0.374,0.174,0.01,0.018,0.029,0.008,0.007,1
0.113,2.627,1.211,0.268,0.799,0.374,0.201,0.013,0.024,0.037,0.013,0.01,1
0.011,2.683,1.027,0.183,0.867,0.313,0.133,0.007,0.013,0.02,0.005,0.004,1
-0.155,2.246,0.929,0.155,0.898,0.276,0.102,0.004,0.006,0.014,0.002,0.001,1
0.22,2.861,0.968,0.243,0.834,0.418,0.166,0.012,0.02,0.034,0.009,0.007,1
0.099,2.865,0.71,0.184,0.893,0.335,0.107,0.006,0.01,0.018,0.003,0.002,1
0.115,2.826,0.85,0.201,0.888,0.343,0.113,0.007,0.011,0.02,0.005,0.003,1
-0.141,2.749,0.946,0.101,0.924,0.314,0.076,0.008,0.014,0.024,0.005,0.004,1
0.205,2.332,1.473,0.397,0.65,0.462,0.35,0.025,0.051,0.064,0.019,0.016,1
0.144,2.814,0.729,0.108,0.51,0.186,0.061,0.005,0.008,0.013,0.003,0.002,1
0.024,2.413,0.804,0.027,0.142,0.049,0.015,0.001,0.001,0.002,0,0,1
0.595,2.89,1.187,0.399,0.652,0.543,0.348,0.019,0.034,0.056,0.012,0.01,1
