alu1,alu2,alu3,alu4,alu5,class
0,0,237,0.07584,0.017914,0
0,0.003182,687,0.546539,0.025437,0
0,0,126,0.230769,0.012797,0
0,0,33,0.076744,0,0
0.000248,0.000495,102,0.003159,0.02403,0
0,0.001385,177,0.245152,0,0
0,0.000217,111,0.024068,0.007154,0
0.000092,0.000264,117,0.001345,0.000011,0
0,0,300,0.277521,0.023105,0
0.000124,0.000202,276,0.004289,0.019767,0
0.000153,0.000814,201,0.010227,0.000051,0
0.000294,0.000442,291,0.042832,0,0
0,0,42,0.012496,0.017549,0
0.000146,0.000309,147,0.00239,0.018677,0
0.000125,0.000374,42,0.005238,0.021571,0
0,0.000388,252,0.097712,0,0
0,0,306,0.154079,0,0
0,0.000606,75,0.02272,0,0
0,0,117,0.075193,0.021837,0
0,0,99,0.144315,0,0
0,0.000796,75,0.059666,0,0
0,0,213,0.100996,0.021327,0
0,0.001444,90,0.043332,0,0
0,0,144,0.26422,0.045788,0
0.00011,0.000496,378,0.020847,0,0
0.000319,0.000957,111,0.035418,0,0
0,0,138,0.130435,0,0
0.000319,0.00038,132,0.002005,0.020123,0
0.000177,0.000222,117,0.005188,0.004035,0
0,0,21,0.012153,0.031232,0
0.000423,0,231,0.097757,0.003807,0
0,0,21,0.045356,0,0
0.00042,0.00063,33,0.006934,0.022899,0
0,0,216,0.150838,0,0
0,0.000526,189,0.049698,0,0
0,0,381,0.247885,0.022107,0
0,0,153,0.068579,0,0
0,0,126,0.055556,0,0
0,0,135,0.159198,0,0
0,0,201,0.132498,0,0
0.000491,0.000491,243,0.11941,0,0
0,0.000335,45,0.015055,0.01505,0
0.000104,0.000218,15,0.000156,0.016573,0
0.000079,0.000184,306,0.008042,0.00042,0
0,0,198,0.39759,0.024048,0
0,0.002997,159,0.158841,0,0
0,0.000891,84,0.074866,0,0
0,0,144,0.112676,0,0
0,0.001258,39,0.012264,0.02955,0
0,0,216,0.179402,0,0
0,0,216,0.208092,0.024062,0
0.000419,0.000559,48,0.00671,0.027257,0
0.000051,0.000201,138,0.000441,0.000524,0
0,0.000093,27,0.002514,0.010709,0
0.000113,0.000929,174,0.004901,0.000028,0
0,0,114,0.04182,0.023836,0
0.000169,0,195,0.033012,0,0
0.000057,0.000513,159,0.004533,0.000285,0
0,0.000546,63,0.008594,0.000273,0
0.000039,0.000303,15,0.000116,0.023881,0
0.000507,0,90,0.045593,0,0
0.000088,0.000411,42,0.001233,0.019935,0
0,0,117,0.038449,0.013141,0
0.00122,0.00122,93,0.113415,0.021924,0
0,0,453,0.074715,0.022098,0
0.000597,0,312,0.186158,0.014908,0
0.000426,0.000213,228,0.048521,0.018085,0
0.000145,0,60,0.004337,0,0
0.000323,0.000887,102,0.008229,0.034527,0
0.000175,0.000117,75,0.004378,0,0
0,0,156,0.386139,0.009877,0
0,0.000753,210,0.158133,0.012039,0
0.000136,0.000362,66,0.000994,0.022792,0
0.000043,0.000257,63,0.000898,0.000043,0
0.000326,0.000326,600,0.195695,0.019237,0
0,0.000164,93,0.015268,0,0
0.000059,0.000208,96,0.001424,0.000119,0
0,0.000306,66,0.020208,0.021732,0
0,0.000192,138,0.026533,0,0
0,0.000112,42,0.002347,0.001006,0
0.000209,0.00025,195,0.008135,0.000209,0
0,0,246,0.502041,0.020367,0
0.001059,0,102,0.108051,0.02328,0
0,0.000443,75,0.033245,0,0
0,0,72,0.111975,0.020186,0
0,0,153,0.374083,0,0
0.000241,0.000241,144,0.034741,0.021708,0
0,0,168,0.056604,0.017851,0
0,0,183,0.34334,0,0
0,0,90,0.045363,0.047355,0
0.00009,0.000627,99,0.008864,0,0
0.000273,0.000091,111,0.010109,0.019852,0
0,0,510,0.287001,0,0
0,0.00014,183,0.025534,0,0
0.000038,0.000383,111,0.004248,0.019936,0
0,0,78,0.044218,0.010765,0
0.000348,0.001045,228,0.039694,0.000174,0
0.00032,0.001189,1419,0.064886,0.028487,0
0,0,117,0.074522,0,0
0.000406,0.000356,204,0.010363,0,0
0.000164,0.000181,24,0.000394,0.000099,0
0.00271,0,75,0.203252,0.018919,0
0.000164,0.00011,234,0.01283,0.002741,0
0,0,72,0.135849,0.020716,0
0,0,69,0.127072,0.014706,0
0,0,240,0.12572,0,0
0.000162,0.000406,126,0.010236,0.000812,0
0,0,513,0.183149,0,0
0.000817,0.000272,732,0.199238,0,0
0.000155,0.000373,87,0.002703,0,0
0,0,150,0.039022,0.021066,0
0,0,195,0.037608,0,0
0.000349,0.000349,105,0.004066,0.022616,0
0.0001,0.00005,36,0.000599,0.016851,0
0.000064,0.00022,27,0.000248,0.01996,0
0,0.000479,321,0.153662,0,0
0,0,141,0.267045,0.015123,0
0.000099,0.000099,99,0.004888,0.016045,0
0,0,84,0.043299,0,0
0,0,108,0.113804,0,0
0,0,39,0.019071,0,0
0.000044,0.000322,336,0.003731,0.000111,0
0,0,303,0.213681,0.01339,0
0,0.000386,327,0.126109,0.009252,0
0.000117,0.000234,129,0.015086,0.02631,0
0.000114,0.000343,204,0.011659,0,0
0,0.000113,321,0.036345,0,0
0,0.000771,57,0.043948,0,0
0.000423,0,48,0.020287,0.023659,0
0.00063,0,252,0.039666,0.001102,0
0.000106,0.000248,33,0.001171,0.023567,0
0.000173,0,105,0.018201,0.016811,0
0.000105,0,168,0.017584,0,0
0.000137,0.000274,213,0.014607,0.020229,0
0.000147,0,165,0.024247,0,0
0,0.000633,147,0.013296,0,0
0,0.000294,42,0.002471,0.000118,0
0,0,267,0.211401,0,0
0.000316,0.000475,84,0.013291,0.015187,0
0,0.000827,183,0.151365,0,0
0.000031,0.000278,39,0.001203,0,0
0,0,81,0.018036,0.019145,0
0.000108,0.000757,279,0.015078,0.000324,0
0.000174,0.000174,27,0.00471,0.096808,0
0.000072,0.000289,135,0.00244,0.024889,0
0,0,360,0.336449,0,0
0,0.000189,126,0.023864,0.021587,0
0,0.000573,99,0.056766,0.013181,0
0,0,204,0.244019,0.014337,0
0,0,252,0.053322,0.019463,0
0.000132,0.000099,183,0.003019,0.027282,0
0,0,378,0.295775,0.018765,0
0.000108,0.000378,90,0.004854,0.023297,0
0,0.000804,252,0.016889,0.016553,0
0,0,240,0.414508,0.024138,0
0,0,105,0.34202,0.022727,0
0.000359,0.000658,234,0.014002,0,0
0,0,486,0.396735,0,0
0,0,51,0.028912,0.027762,0
0.000635,0.000537,216,0.010544,0.023821,0
0,0,60,0.078431,0,0
0.000318,0.000239,72,0.005729,0.024586,0
0.001077,0.000881,24,0.002351,0.014788,0
0,0,171,0.083293,0,0
0.000646,0.000215,96,0.020663,0.017646,0
0.00026,0.00026,336,0.087386,0,0
0,0,114,0.125828,0.022051,0
0.001034,0.002068,750,0.775595,0.044421,0
0.000894,0.000894,315,0.281753,0.020554,0
0,0.000963,102,0.024566,0.032266,0
0.000094,0.000345,192,0.006018,0.026265,0
0,0.000566,225,0.127407,0.019242,0
0,0.003359,312,0.349384,0,0
0.00043,0,801,0.344072,0.02705,0
0,0,144,0.111455,0.016241,0
0,0,192,0.055701,0,0
0,0,180,0.037895,0.018733,0
0,0.00019,114,0.021603,0,0
0,0,405,0.948478,0,0
0,0,222,0.129522,0.016327,0
0.000165,0.00011,96,0.005272,0,0
0.000291,0.000381,426,0.009547,0.000471,0
0,0,99,0.057126,0,0
0.000224,0.000224,63,0.014119,0.025991,0
0,0,81,0.159136,0,0
0.000104,0.000622,138,0.007149,0.021757,0
0.000101,0.000505,48,0.004848,0.019794,0
0,0.000357,141,0.00458,0.006887,0
0.000405,0.003241,96,0.038898,0,0
0.00014,0.000396,60,0.001396,0.000186,0
0.00108,0,42,0.022678,0.018349,0
0,0,384,0.296754,0,0
0,0.000411,228,0.013375,0.024226,0
0,0,198,0.17069,0.024978,0
0.000067,0.000201,117,0.00196,0.000117,0
0,0.000468,918,0.107469,0.032892,0
0.000172,0.000275,297,0.005103,0.020067,0
0,0,510,0.376662,0.009594,0
0.000162,0.000162,78,0.012642,0.018636,0
0,0,36,0.124567,0.013793,0
0,0,144,0.30444,0.023207,0
0.000136,0.000317,156,0.007074,0,0
0,0.000712,12,0.008541,0.019915,0
0.000024,0.000974,36,0.000855,0.033576,0
0.000515,0.000687,168,0.028861,0,0
0.000933,0.000528,60,0.002435,0.030028,0
0,0.000375,279,0.104651,0.014998,0
0,0.000299,72,0.010769,0.018095,0
0,0.000332,48,0.003985,0.020669,0
0,0.000601,513,0.077096,0.052141,0
0,0,300,0.32967,0,0
0,0.000252,108,0.027225,0,0
0,0,240,0.164496,0,0
0.000094,0,69,0.006478,0,0
0,0.000754,81,0.006104,0.001055,0
0.000045,0.000225,72,0.003235,0.021834,0
0.000107,0.000214,84,0.002997,0.000143,0
0.000059,0.00024,213,0.001247,0.000193,0
0,0.000165,84,0.013843,0.015324,0
0,0.00021,264,0.027708,0,0
0,0.000222,219,0.048591,0.011757,0
0,0,306,0.81383,0,0
0.000198,0,24,0.002377,0.023173,0
0,0,228,0.191597,0,0
0,0,165,0.06721,0,0
0,0,84,0.057182,0,0
0,0,180,0.36,0,0
0,0,336,0.047438,0,0
0.000129,0.000257,189,0.024309,0,0
0.000177,0.000167,117,0.001218,0.026628,0
0,0.000104,108,0.003745,0.020876,0
0,0,414,0.102908,0,0
0,0.001252,309,0.193367,0.026266,0
0,0,93,0.086111,0.038853,0
0,0,57,0.195205,0,0
0.000176,0.000702,153,0.005371,0.023906,0
0,0,78,0.186158,0,0
0,0.001044,333,0.347599,0,0
0.000051,0.000321,93,0.000336,0.0006,0
0.000075,0.000299,264,0.019727,0.022714,0
0,0,144,0.335664,0,0
0.000162,0,12,0.001949,0.01884,0
0,0,120,0.033585,0,0
0.000124,0.000155,1245,0.038629,0.001117,0
0,0.000124,174,0.010822,0.00056,0
0,0,603,0.390544,0.025243,0
0,0.003115,81,0.050467,0,0
0.000055,0.000109,252,0.003441,0.00071,0
0,0,285,0.221273,0,0
0.000125,0.000062,81,0.005045,0.017748,0
0.000129,0.000258,90,0.003864,0.029236,0
0,0,135,0.103211,0,0
0,0.00007,168,0.011835,0,0
0.000071,0.00034,126,0.001787,0.015586,0
0.000301,0,60,0.018089,0.009042,0
0.000281,0.000141,93,0.002617,0,0
0,0,573,0.343731,0,0
0,0,27,0.028421,0.024185,0
0,0.004538,459,0.160209,0.027216,0
0.000045,0.000636,150,0.006815,0.000045,0
0,0,39,0.035879,0.014706,0
0,0,72,0.336449,0.018605,0
0.000044,0.000352,210,0.00308,0.020873,0
0.000094,0.00031,132,0.000353,0.000268,0
0,0.000421,204,0.085786,0,0
0.000781,0.000781,60,0.003123,0,0
0,0,15,0.01928,0.016688,0
0,0,87,0.05835,0,0
0.000011,0.000267,306,0.0034,0.020722,0
0,0.001,45,0.006429,0.018143,0
0.000617,0.000411,180,0.018509,0,0
0,0,48,0.05436,0.022624,0
0.000661,0,378,0.124917,0,0
0.000047,0.000332,27,0.000427,0.020404,0
0,0.000447,228,0.033994,0.020274,0
0.000314,0.000157,60,0.009406,0.021317,0
0.000609,0.000462,186,0.003435,0.023066,0
0.000274,0.000274,66,0.009053,0.000137,0
0,0,204,0.305389,0,0
0,0,285,0.315615,0.066372,0
0,0,183,0.110307,0,0
0,0.000552,129,0.023748,0.008467,0
0,0,87,0.07348,0.020253,0
0,0.000971,78,0.075728,0,0
0,0.000758,234,0.177407,0,0
0.000312,0.000312,222,0.004328,0.020684,0
0,0,30,0.033076,0.007709,0
0,0,105,0.082742,0,0
0.00103,0.000515,99,0.051005,0,0
0,0,48,0.090056,0,0
0.000266,0.000199,561,0.037251,0.000066,0
0,0,237,0.652893,0.027473,0
0,0,36,0.012676,0.014784,0
0,0.003692,120,0.055376,0.031827,0
0,0,15,0.03212,0.019231,0
0.000098,0.000392,45,0.004411,0.032347,0
0,0,72,0.030782,0.019231,0
0.000101,0.000269,15,0.000504,0.000202,0
0,0.000488,60,0.029268,0.017065,0
0,0,273,0.235345,0,0
0.000063,0.000362,183,0.002884,0.017809,0
0.000222,0,396,0.087883,0.018638,0
0.002506,0,96,0.240602,0.035,0
0.000052,0.000105,108,0.005663,0.034081,0
0,0,738,0.274044,0,0
0,0,222,0.417293,0.026266,0
0,0,75,0.043757,0,0
0,0,84,0.025926,0,0
0.000169,0.000282,99,0.005588,0,0
0.00043,0.000215,279,0.06,0.020211,0
0.00017,0.00017,63,0.010712,0,0
0,0,252,0.146426,0,0
0,0.000136,135,0.018318,0.023742,0
0,0,234,0.197302,0.028644,0
0.000395,0.001581,261,0.051581,0.018969,0
0,0,300,0.267618,0.015152,0
0.000192,0.000192,168,0.016155,0,0
0.000188,0.000377,30,0.005654,0.024496,0
0,0,144,0.237624,0.024712,0
0,0,111,0.129825,0,0
0.000846,0.000846,174,0.073604,0.024947,0
0,0.000135,42,0.002844,0,0
0,0.00014,204,0.028512,0.015931,0
0,0.000402,114,0.045802,0,0
0.000459,0,348,0.159633,0,0
0.000289,0.000674,69,0.002215,0,0
0.000097,0.00018,180,0.002494,0.000042,0
0,0,183,0.313894,0.020548,0
0,0.000578,132,0.076301,0,0
0,0.000885,444,0.196373,0.000884,0
0,0,90,0.098253,0.030534,0
0.00154,0.001155,39,0.015017,0.036567,0
0,0.000483,66,0.00245,0.040975,0
0.000109,0.000424,336,0.003317,0.000059,0
0,0,129,0.172922,0,0
0.000062,0.000238,105,0.001088,0.020416,0
0,0,348,0.431762,0,0
0,0,90,0.028346,0.015113,0
0.000788,0.001576,171,0.134752,0,0
0,0,42,0.055556,0.017173,0
0.000305,0.00067,255,0.01553,0.004324,0
0.000091,0.000274,138,0.012594,0,0
0.000822,0.000523,483,0.036091,0.019501,0
0,0,6,0.019737,0,0
0,0,81,0.082067,0.001012,0
0.002342,0,51,0.119438,0.014019,0
0,0.000274,141,0.038694,0.001097,0
0,0,477,0.334502,0.043448,0
0,0,75,0.087413,0,0
0.000154,0.000771,33,0.005086,0,0
0,0,195,0.09663,0,0
0,0.000142,108,0.007685,0.000213,0
0,0.000773,252,0.048677,0.019119,0
0,0,207,0.109931,0,0
0.000084,0.000304,150,0.000971,0.010506,0
0,0,72,0.033318,0.023589,0
0,0.000132,201,0.026577,0,0
0,0,84,0.157895,0,0
0,0,132,0.045961,0,0
0.000056,0.000278,324,0.018042,0,0
0,0,30,0.033482,0.013378,0
0,0,165,0.028258,0.02363,0
0.000429,0.001001,477,0.068182,0.000286,0
0,0.00058,39,0.022622,0.028406,0
0.000075,0.000214,105,0.00056,0.000197,0
0.000601,0.0002,297,0.014883,0.018339,0
0,0.001292,333,0.215116,0.036152,0
0,0.000322,99,0.031905,0.024162,0
0.000115,0.000345,180,0.010357,0.0168,0
0.000343,0.000343,15,0.001717,0.024608,0
0,0,165,0.116361,0,0
0.000065,0.00013,39,0.001264,0.001555,0
0.000598,0,192,0.114833,0.023311,0
0,0.000357,609,0.072422,0.005945,0
0.000342,0,183,0.062521,0.021175,0
0.000096,0.000287,171,0.005454,0.018784,0
0,0,120,0.134831,0.021324,0
0.000044,0.000226,156,0.001135,0.000968,0
0.000081,0.00027,168,0.00453,0.016798,0
0.001072,0.000357,102,0.036455,0.017506,0
0.000152,0.000759,39,0.005919,0.019272,0
0.00008,0.000318,75,0.001491,0.057467,0
0.000141,0.000303,279,0.005636,0.020828,0
0,0,195,0.117188,0,0
0.000162,0.000324,270,0.043696,0.055987,0
0,0,282,0.102211,0,0
0.000039,0.000222,150,0.000739,0.0003,0
0.000103,0.000155,132,0.006801,0,0
0.000122,0.000366,279,0.017022,0.024585,0
0,0,201,0.115451,0,0
0.000503,0,201,0.101005,0.023104,0
0,0.001385,30,0.020776,0,0
0,0.001027,213,0.024312,0,0
0.000053,0.000372,324,0.017196,0,0
0,0,351,0.391741,0,0
0,0,135,0.150167,0.025556,0
0,0,87,0.109434,0.038945,0
0,0,135,0.050186,0.003344,0
0,0,120,0.094266,0,0
0.000114,0.000245,354,0.005783,0.017955,0
0,0.00026,54,0.014037,0,0
0.000091,0.000315,21,0.00005,0.000072,0
0.000167,0.000334,42,0.003511,0,0
0,0,48,0.049231,0,0
0,0,66,0.081784,0.02104,0
0,0,549,0.433992,0.017378,0
0,0,273,0.082007,0,0
0,0,84,0.076642,0.000912,0
0.000398,0,210,0.083565,0.018298,0
0,0,165,0.090859,0.025316,0
0.000073,0.000364,168,0.012235,0.004879,0
0,0,1305,0.441624,0.015223,0
0,0,288,0.421669,0,0
0,0,420,0.197368,0.01644,0
0,0,87,0.151832,0,0
0.000394,0.000295,147,0.014463,0,0
0.000031,0.000371,69,0.002131,0,0
0,0.000258,570,0.147287,0.022475,0
0.001767,0.001767,132,0.233216,0,0
0.000315,0.00021,45,0.004731,0,0
0,0.00027,228,0.061572,0,0
0.000123,0.000615,153,0.004708,0.000062,0
0,0,30,0.019305,0.019936,0
0,0,84,0.045089,0.004292,0
0.001408,0.000282,138,0.038873,0.025345,0
0,0.000663,96,0.063618,0,0
0.000155,0,69,0.010728,0.023628,0
0.000045,0.00017,75,0.000672,0.020465,0
0,0.002896,174,0.167954,0,0
0.000112,0,60,0.00335,0.018534,0
0,0,60,0.04662,0.017857,0
0,0.002183,147,0.16048,0.029444,0
0,0,171,0.381696,0.022272,0
0.000049,0.000343,87,0.004259,0.000245,0
0,0,264,0.126255,0.01912,0
0,0,228,0.314917,0.011034,0
0.000093,0.000139,42,0.000324,0.000548,0
0.000213,0.000213,294,0.007822,0.022615,0
0.000126,0.000342,108,0.000648,0.024943,0
0,0.000236,90,0.007091,0,0
0,0.000405,351,0.142105,0.015783,0
0,0,207,0.212308,0,0
0.00034,0.000226,105,0.005945,0.029042,0
0,0,207,0.484778,0,0
0,0,321,0.119464,0,0
0,0.000375,126,0.047209,0,0
0.000065,0.0002,75,0.000375,0.020704,0
0,0.000611,75,0.045788,0.012203,0
0,0,57,0.047185,0,0
0.00034,0.00136,123,0.041823,0.019714,0
0.000111,0.000556,12,0.000444,0.031148,0
0,0,69,0.061607,0.018733,0
0.000104,0.000334,87,0.000907,0.000146,0
0.000442,0,177,0.078249,0,0
0.000072,0.000651,60,0.002169,0.000108,0
0,0,63,0.168901,0,0
0,0.000765,96,0.073451,0,0
0,0.000796,291,0.07725,0.019904,0
0,0,582,0.993174,0.011925,0
0.000022,0.000131,261,0.00569,0.021824,0
0,0.000231,42,0.003239,0.018123,0
0.000257,0,270,0.06932,0.025667,0
0,0,45,0.027864,0,0
0,0,93,0.176806,0,0
0,0,237,0.212556,0,0
0.000398,0,75,0.029869,0.019904,0
0,0,36,0.021251,0,0
0,0.000259,114,0.014738,0,0
0,0,294,0.489185,0.008306,0
0,0,60,0.125261,0.022917,0
0.000105,0.000184,297,0.007808,0.019322,0
0,0,189,0.295775,0,0
0.000143,0,81,0.011583,0.020875,0
0.000143,0.000143,51,0.003636,0.000071,0
0,0,486,0.247328,0.021363,0
0.000198,0.000346,114,0.005632,0,0
0,0,36,0.030981,0.019776,0
0.000273,0.000577,132,0.002005,0.000015,0
0.000113,0,51,0.005763,0.02237,0
0,0,201,0.267643,0.019947,0
0.00028,0.000503,261,0.007296,0.000056,0
0,0,30,0.073529,0,0
0,0,249,0.42931,0,0
0.000314,0.000466,180,0.001949,0.000076,0
0.000169,0,117,0.019747,0,0
0,0.001623,51,0.041396,0.034063,0
0,0.000962,633,0.60924,0.004808,0
0,0.000406,303,0.02459,0,0
0,0.000122,45,0.005509,0.01836,0
0.000718,0.000144,186,0.026716,0,0
0,0,72,0.022606,0.032329,0
0.000085,0.000233,108,0.000839,0.000287,0
0.000121,0.000242,261,0.031533,0.02114,0
0,0,54,0.024501,0,0
0.000111,0.000557,207,0.007688,0.02633,0
0,0,189,0.032581,0.014305,0
0,0.000405,324,0.131334,0.017423,0
0.000125,0.000187,72,0.004482,0.023531,0
0,0,102,0.183453,0,0
0,0,60,0.010334,0,0
0,0,114,0.023385,0,0
0.000046,0.000432,87,0.001979,0.002684,0
0,0,477,0.34366,0.025918,0
0,0,63,0.045818,0.022529,0
0,0,39,0.044318,0,0
0,0.000214,240,0.025723,0.02422,0
0.00005,0.000099,69,0.00171,0.005252,0
0,0.000676,132,0.029763,0,0
0,0,354,0.4,0,0
0.000291,0.000146,126,0.006116,0.019948,0
0,0.000499,51,0.00849,0,0
0.000441,0,156,0.068753,0,0
0,0.00152,129,0.028013,0.00152,0
0.000113,0.000189,459,0.001731,0.020259,0
0,0,252,0.140861,0.032402,0
0,0,264,0.593258,0.015695,0
0.000113,0.000339,186,0.021031,0,0
0.000366,0,66,0.024167,0,0
0,0,144,0.051392,0.009989,0
0.00037,0.00037,153,0.01888,0.018384,0
0.000371,0.00102,273,0.025308,0,0
0,0,189,0.042838,0.021527,0
0.000307,0.000307,441,0.135526,0,0
0,0.000295,282,0.020812,0.019556,0
0,0,477,0.74415,0,0
0.000476,0.001191,87,0.020719,0.002619,0
0,0.000734,396,0.096893,0,0
0.000137,0.000823,159,0.021805,0.026464,0
0.00022,0,42,0.009255,0,0
0,0,180,0.052509,0,0
0.000341,0,120,0.020474,0,0
0.000024,0.000095,57,0.001361,0.001361,0
0,0,9,0.020089,0,0
0.000202,0.000405,114,0.011538,0.000202,0
0,0,468,0.261015,0.021739,0
0.000421,0.000491,87,0.006104,0.023013,0
0,0.00038,78,0.029635,0,0
0.000155,0.000466,81,0.006296,0,0
0,0.000989,192,0.03799,0.026706,0
0,0,6,0.009646,0,0
0.000168,0,219,0.018393,0,0
0,0,168,0.134831,0.027265,0
0,0,57,0.147287,0.028351,0
0,0,36,0.071006,0.049213,0
0,0,156,0.208835,0.008021,0
0.000322,0.000644,258,0.083038,0.025097,0
0,0,327,0.947826,0,0
0,0,33,0.025443,0.010015,0
0.000426,0.000426,51,0.021702,0,0
0.000284,0.000284,429,0.121771,0,0
0,0,45,0.005047,0,0
0,0.000147,123,0.00905,0,0
0,0,129,0.024289,0.018637,0
0.000115,0.000433,180,0.002295,0.021874,0
0,0.000196,156,0.03054,0.037385,0
0.000087,0.000174,483,0.042011,0,0
0.000091,0.000272,204,0.018473,0.025534,0
0,0,120,0.135135,0.021372,0
0.000101,0.000403,78,0.00785,0.000302,0
0.000059,0.000353,87,0.002559,0.000088,0
0.002451,0,102,0.25,0,0
0.000029,0.000284,180,0.001761,0,0
0,0,81,0.15197,0,0
0,0,483,0.191819,0,0
0.000042,0.00021,39,0.001642,0.000126,0
0,0.001484,477,0.707715,0,0
0,0.000924,99,0.091497,0,0
0.000113,0.000113,288,0.032572,0,0
0,0,213,0.313697,0,0
0,0.000602,186,0.056024,0,0
0.000249,0,150,0.037295,0.014914,0
0,0,195,0.076023,0.019875,0
0,0,111,0.253425,0,0
0,0.000277,393,0.108955,0.030488,0
0.00024,0.00024,117,0.028111,0,0
0,0.003968,243,0.482143,0,0
0,0.000915,129,0.039365,0.018609,0
0.000111,0.000221,54,0.000298,0.019097,0
0,0.000441,327,0.048046,0.025709,0
0.00047,0.00047,168,0.07891,0,0
0.000143,0.000178,18,0.000321,0.000018,0
0.000316,0,183,0.057765,0,0
0.000898,0.000449,219,0.098339,0,0
0.000198,0.000396,330,0.065372,0.022579,0
0.001253,0,225,0.281955,0,0
0,0,561,0.097837,0,0
0.000055,0.000166,51,0.002823,0.019984,0
0,0,282,0.10817,0.016104,0
0,0.001375,171,0.078368,0.032066,0
0,0,51,0.071529,0.021008,0
0,0.000636,66,0.01049,0,0
0,0.000157,282,0.044187,0.02021,0
0,0,315,0.670213,0,0
0,0,204,0.03126,0,0
0.000171,0.000171,528,0.090149,0.022363,0
0,0,54,0.026226,0,0
0,0,426,0.08136,0,0
0.000034,0.000193,282,0.002372,0.001943,0
0,0.000573,78,0.044725,0,0
0.000088,0.000589,51,0.000751,0.000088,0
0,0,342,0.126246,0,0
0.000158,0.000316,1116,0.08804,0.022797,0
0.000266,0.000399,93,0.012374,0.039643,0
0,0,162,0.057569,0,0
0.001,0,177,0.177,0.042957,0
0,0,39,0.038652,0.010891,0
0,0,39,0.052069,0.021333,0
0.000197,0.000221,21,0.000516,0.000197,0
0,0.000087,195,0.017051,0.00035,0
0,0,72,0.081356,0.011287,0
0,0,159,0.144809,0,0
0,0.00039,57,0.007413,0.017295,0
0.00002,0.000424,249,0.005024,0.023142,0
0,0,99,0.183333,0.011091,0
0,0,489,0.323627,0,0
0,0,234,0.380488,0.01461,0
0,0,204,0.22198,0.01413,0
0,0,174,0.196388,0,0
0.000123,0.000572,48,0.001963,0.019338,0
0.000715,0,123,0.087983,0.023588,0
0.000581,0.000581,39,0.011327,0.028455,0
0,0,39,0.059091,0.022693,0
0,0.000053,120,0.00633,0.154244,0
0.000486,0.000486,120,0.058309,0,0
0,0,27,0.048043,0,0
0,0.000616,216,0.133087,0,0
0,0.001835,48,0.029358,0,0
0.001102,0.001102,165,0.045442,0,0
0.001465,0,156,0.114286,0.015373,0
0,0,126,0.094311,0.011219,0
0.000077,0.000268,69,0.001323,0.022221,0
0,0,144,0.1202,0.027523,0
0,0,246,0.068543,0,0
0,0,255,0.036866,0,0
0,0.003623,123,0.055707,0.043911,0
0,0.000903,165,0.149051,0,0
0,0,66,0.022712,0.020984,0
0,0.000187,456,0.042669,0.0218,0
0.000096,0.000096,48,0.004605,0,0
0.000084,0.000105,120,0.002527,0.025842,0
0.000221,0,60,0.013233,0,0
0.000082,0.000265,291,0.001714,0.000171,0
0,0.001096,201,0.073465,0,0
0.000037,0.000147,90,0.003299,0.024965,0
0,0,108,0.037088,0.015791,0
0,0,18,0.008171,0.018149,0
0,0.00024,231,0.055502,0.085996,0
0,0,291,0.380392,0,0
0,0,192,0.051091,0.021814,0
0.00007,0.000222,48,0.00014,0.001498,0
0.000219,0.000438,117,0.025602,0,0
0,0,375,0.347866,0,0
0,0,114,0.022759,0,0
0,0,129,0.163291,0,0
0,0,228,0.198089,0.014757,0
0,0.000337,273,0.045991,0.025939,0
0.000074,0.000495,120,0.002968,0.023151,0
0.00021,0.000234,231,0.005396,0,0
0.000178,0.000416,81,0.004809,0.023808,0
0,0,78,0.099872,0.014066,0
0,0.000452,297,0.067088,0,0
0,0,174,0.289517,0.028239,0
0,0,39,0.017128,0.018437,0
0,0.000508,51,0.025901,0.018782,0
0,0.009804,321,0.629412,0.072407,0
0.000063,0.000317,117,0.007411,0.017417,0
0,0.00078,204,0.159126,0,0
0,0,153,0.028587,0,0
0.000886,0.000886,108,0.031887,0.020366,0
0,0.000353,54,0.019041,0.019034,0
0.000091,0.000288,243,0.003679,0.000121,0
0,0.000295,285,0.028035,0.021048,0
0.000103,0.000447,162,0.005567,0,0
0.000082,0.000205,120,0.002465,0.025331,0
0.000592,0.000512,159,0.001404,0.000026,0
0,0,63,0.012912,0,0
0,0,27,0.042587,0.014173,0
0,0,93,0.106897,0.012629,0
0,0,183,0.084254,0.017027,0
0.000045,0.000306,75,0.000674,0.000198,0
0,0.000198,144,0.028481,0.001582,0
0.000523,0.000941,84,0.008783,0.026346,0
0,0,168,0.035859,0.037772,0
0.000254,0.000509,99,0.025172,0,0
0.000035,0.000282,300,0.005286,0.000035,0
0.000553,0.000353,39,0.000599,0.000015,0
0,0.000898,105,0.094255,0.013453,0
0,0.001883,489,0.460452,0,0
0,0,291,0.60499,0.012448,0
0,0,567,0.357278,0,0
0,0.000993,219,0.011448,0.02922,0
0.000625,0.001041,195,0.020302,0,0
0.000193,0.000228,153,0.002679,0.00014,0
0,0,69,0.027556,0.016766,0
0,0.001825,168,0.306569,0,0
0.000126,0.000126,384,0.048338,0.015859,0
0.00002,0.002254,189,0.003873,0,0
0,0,282,0.135187,0.017729,0
0,0,321,0.100501,0,0
0,0,138,0.035115,0.026456,0
0.000124,0.000062,183,0.011387,0.01935,0
0.0002,0.00005,333,0.016643,0.029687,0
0.000945,0.000709,270,0.063769,0,0
0.000177,0.000044,39,0.001721,0.019064,0
